id,0.0,primary_type,additional_type(s),Neuropils,preference
720575940607055061,8,AVLP006a,"AVLP006, AVLP_pr01",AVLP_pr01,sine
720575940607058524,7,BM_InOm,,,
720575940607059122,1,JO-A,,,
720575940607064331,2,LC11,,,
720575940607068117,8,CB1743,,,
720575940607071106,5,CB3325,,,
720575940607081737,1,CB2235,,,
720575940607088329,2,LC15,,,
720575940607091979,8,SLP162a,SLP162,,
720575940607092828,8,LC17,,,
720575940607118275,3,AN_GNG_137,,,
720575940607125771,1,CB3127,,,
720575940607128412,2,LHAV4c2,,,
720575940607128771,3,AN_GNG_164,,,
720575940607136707,6,AN_AVLP_53,,,
720575940607152476,5,,,,
720575940607157955,1,SA_DLV,,,
720575940607161218,1,AN_GNG_IPS_8,,,
720575940607162754,5,CB0891,,,
720575940607167580,2,LC17,,,
720575940607170178,7,DNge142,,,
720575940607174153,8,LC18,,,
720575940607178709,1,DNge016,,,
720575940607188036,1,CB1078,"B1-1, aPN1",B1,pulse
720575940607193986,5,CB0845,,,
720575940607201458,2,CB1604,,,
720575940607208114,7,JO-A,,,
720575940607227826,8,PVLP001,,,
720575940607233458,8,CB3108,,,
720575940607236676,2,CB2376,,,
720575940607237810,5,CL356,,,
720575940607244978,1,CB3486,,,
720575940607253170,5,CB0011,,,
720575940607254723,8,CB1730,aIP2,AVLP_pr31,sine
720575940607256259,8,CB3445,,,
720575940607262219,8,CB3483,,,
720575940607272649,5,CB0553,,,
720575940607273906,5,CB1936,,,
720575940607276739,1,,,,
720575940607280770,1,CB2440,,,
720575940607283804,1,CB2523,,,
720575940607301131,2,LC18,,,
720575940607307275,2,LC25,,,
720575940607313756,8,LC9,,,
720575940607321218,3,cL01,,,
720575940607339989,3,CB3102,,,
720575940607345074,5,CB1741,,,
720575940607345365,7,BM_InOm,,,
720575940607345586,5,CB0459,,,
720575940607347634,5,LB3,,,
720575940607351218,1,CB2990,,,
720575940607353045,1,CB3524,,,
720575940607361481,8,LC16,,,
720575940607367125,1,JO-A,,,
720575940607369737,1,WEDPN6A,,,
720575940607371076,1,CB1078,"B1-2, aPN1",B1,pulse
720575940607375794,7,AN_GNG_SAD_28,,,
720575940607377586,5,CB0737,,,
720575940607378633,2,DNpe039,CL306,,
720575940607380914,7,AN_GNG_69,,,
720575940607384242,3,DNge149,,,
720575940607386290,5,CB0473,,,
720575940607386307,1,JO-CM,,,
720575940607387314,5,CB0501,,,
720575940607393033,8,SLP274,,,
720575940607401138,1,LPT31,WED068,,
720575940607403275,3,AN_GNG_183,,,
720575940607415132,2,LC12,,,
720575940607425604,2,,,,
720575940607434564,3,AN_GNG_IPS_20,,,
720575940607434588,7,BM_InOm,,,
720575940607437835,6,CB1964,,,
720575940607438805,3,CB1479,,,
720575940607446281,1,CB0435,,,
720575940607451081,5,DNge101,,,
720575940607452117,7,BM_InOm,,,
720575940607452594,7,JO-F,,,
720575940607455171,1,CB2633,,,
720575940607458827,8,LC6,,,
720575940607469404,1,WED002b,WED002,,
720575940607472988,5,CB0422,,,
720575940607473931,8,LC6,,,
720575940607480329,3,LAL145,,,
720575940607484939,8,LC15,,,
720575940607497429,8,CB2671,,,
720575940607500297,5,,,,
720575940607500811,4,CB3104,,,
720575940607517195,2,CB2477,,,
720575940607520265,2,CL123,CRE061,,
720575940607536732,1,SMPp&v1A_H01,PS111,,
720575940607541187,1,CB3063,,,
720575940607544329,7,JO-F,,,
720575940607546889,7,BM_InOm,,,
720575940607551701,2,LC26,,,
720575940607553219,1,WED098,,,
720575940607561540,3,AN_SPS_IPS_2,,,
720575940607570185,1,CB3437,B1,B1,pulse
720575940607590748,7,BM_InOm,,,
720575940607596811,8,CB1950,,,
720575940607606852,4,AN_AVLP_43,,,
720575940607607747,8,PVLP128,,,
720575940607614217,6,CB1605,,,
720575940607614475,1,CL022,,,
720575940607619273,1,CB2501,,,
720575940607621131,6,AVLP548_b,,,
720575940607625737,8,AN_AVLP_GNG_7,,,
720575940607627275,1,CB2930,aIP2,,
720575940607630805,5,SMP258,"SMP259, SMP260, SMP263, SMP264, SMP265",,
720575940607635012,7,BM_Fr,,,
720575940607635913,2,LT11,,,
720575940607641010,3,CB0918,,,
720575940607641867,2,LC15,,,
720575940607650313,1,CB1424,,,
720575940607651083,1,JO-E,,,
720575940607657308,3,PS031,,,
720575940607667723,1,LAL142,,,
720575940607672003,5,CB2702,,,
720575940607683011,8,LPLC2,,,
720575940607695428,9,,,,
720575940607702217,8,LC17,,,
720575940607703307,8,WED114,,,
720575940607703497,12,MTe21,"hb-479969687, hb-787882939",,
720575940607706563,5,CB2128,,,
720575940607718101,8,LC12,,,
720575940607725321,5,LAL119,,,
720575940607737099,5,LB3,,,
720575940607749077,8,AVLP299_b,,,
720575940607754441,8,CB3461,,,
720575940607761244,1,DNg29,,,
720575940607765257,1,PLP223,,,
720575940607765259,1,JO-C,,,
720575940607770972,7,BM_dPoOr,,,
720575940607771972,1,AN_GNG_179,,,
720575940607772681,7,BM_InOm,,,
720575940607774044,1,PLP012,,,
720575940607775106,1,CB2858,aIP2,,
720575940607775324,7,BM_InOm,,,
720575940607776725,1,WEDPN6B,WEDPN6C,,
720575940607780809,8,CB0738,,,
720575940607785739,7,BM_InOm,,,
720575940607790916,1,CB1958,,,
720575940607791573,1,CB3648,,,
720575940607800242,8,LC31b,LC31,,
720575940607805020,1,CB1053,,,
720575940607805314,8,LC24,,,
720575940607805451,8,CL089_c,,,
720575940607817173,7,BM_InOm,,,
720575940607827392,1,JO-B,,,
720575940607828658,8,PLP161,,,
720575940607832754,1,SAD044,,,
720575940607838473,8,MTe54,MC62,,
720575940607839189,8,LC9,,,
720575940607840981,8,LC17,,,
720575940607845250,2,LPLC2,,,
720575940607848203,2,AVLP244,,,
720575940607849923,2,LC12,,,
720575940607852745,1,cLP02,,,
720575940607853833,1,JO-EVP,,,
720575940607854531,2,LPLC2,,,
720575940607854549,8,LC21,,,
720575940607854684,2,PVLP108,,,
720575940607854793,3,DNpe011,DNp16,,
720575940607859139,1,PLP101,PLP102,,
720575940607860419,2,LC11,,,
720575940607861443,2,LC11,,,
720575940607865436,1,CB3750,,,
720575940607870749,3,,,,
720575940607872604,1,CB1439,,,
720575940607872969,5,CB2353,,,
720575940607877641,8,CB1119,,,
720575940607877833,5,CB1037,,,
720575940607879691,2,CB2689,,,
720575940607880137,2,SLP226,,,
720575940607880578,3,CB0705,,,
720575940607880713,2,AVLP565,,,
720575940607881152,1,JO-B,,,
720575940607881667,7,BM_InOm,,,
720575940607887561,12,MTe46,,,
720575940607887746,8,LT78,,,
720575940607888585,4,AN_AVLP_34,,,
720575940607889244,2,CB2604,,,
720575940607890377,8,CB2311,,,
720575940607891401,2,CL078a,CL078,,
720575940607893193,3,CB1355,,,
720575940607899913,1,CB2778,WEDPN7A,,
720575940607905547,4,CB2681,,,
720575940607909899,2,AN_AVLP_PVLP_9,,,
720575940607912917,1,CB2196,,,
720575940607915529,2,AVLP010,aSP6,,
720575940607915698,2,LC14a1,"LC14, pIP8a",,
720575940607923721,1,,,,
720575940607924098,2,LC16,,,
720575940607926229,2,CB1995,,,
720575940607929283,2,LC12,,,
720575940607931145,7,BM_vOcci_vPoOr,,,
720575940607935154,1,WEDPN10B,,,
720575940607944260,8,CB2218,aIP3,,
720575940607944384,1,JO-B,,,
720575940607947456,1,JO-B,,,
720575940607948224,1,JO-B,,,
720575940607949781,3,VES027,,,
720575940607957769,8,CB2144,,,
720575940607960259,5,CB3211,,,
720575940607967241,1,CB2270,,,
720575940607968523,1,CB0945,,,
720575940607970313,1,CB2824,,,
720575940607971337,1,DNpe012,PS221,,
720575940607982345,8,LAL053,,,
720575940607982428,3,PS013,,,
720575940607983627,3,CB1047,,,
720575940607989771,1,CB0989,,,
720575940607990229,1,M_l2PNl22,,,
720575940607991819,3,CB1342,,,
720575940608017026,1,WED095,,,
720575940608021596,7,BM_InOm,,,
720575940608027915,8,PLP084,PLP085,,
720575940608029707,7,SMP168,,,
720575940608035374,4,CB2556,B1,B1,pulse
720575940608037298,2,LTe08,hb-884464419,,
720575940608041346,2,LC12,,,
720575940608042076,2,AVLP105,,,
720575940608042332,2,CB3302,,,
720575940608067029,2,LC15,,,
720575940608073602,3,,,,
720575940608076210,8,LC15,,,
720575940608076739,1,DNg08_a,,,
720575940608078347,3,CB0918,,,
720575940608082990,2,CL062_b,AVLP_pr12,AVLP_pr12,pulse
720575940608083780,1,CL323a,CL323,,
720575940608087132,8,LC15,,,
720575940608088259,2,LPLC2,,,
720575940608089522,2,LT34,,,
720575940608090069,5,AN_multi_122,,,
720575940608104540,7,BM_InOm,,,
720575940608104661,6,CB3435,,,
720575940608118283,3,CB0309,,,
720575940608119682,8,CB1654,,,
720575940608120587,2,PVLP122b,PVLP122,,
720575940608126338,1,OCC01a,OCG06,,
720575940608140380,1,4A10,"CB.FB3, FB4M",,
720575940608144732,3,CB0677,hb-2035544474,,
720575940608145026,3,DNpe027,PS166,,
720575940608152668,8,CL026,,,
720575940608166101,2,LC9,,,
720575940608176258,3,CB0718,hb-1970745542,,
720575940608185730,2,PVLP135,,,
720575940608186307,8,LC18,,,
720575940608188427,3,DNge037,,,
720575940608190532,3,PS194,,,
720575940608191556,6,CB1207,,,
720575940608192009,2,CB1738,,,
720575940608193458,8,LC12,,,
720575940608193475,8,LC18,,,
720575940608193545,7,BM_InOm,,,
720575940608193884,5,ALIN3,,,
720575940608212548,8,CL121,CL122,,
720575940608212804,8,CB1088,,,
720575940608214281,2,LHAV1a3,,,
720575940608215817,1,PS252,,,
720575940608221891,2,LC12,,,
720575940608223701,1,PLP170,,,
720575940608227595,7,BM_InOm,,,
720575940608230212,5,SMP258,"SMP259, SMP260, SMP263, SMP264, SMP265",,
720575940608232772,8,SLP298,,,
720575940608239371,5,CB1097,,,
720575940608239627,1,PS303,,,
720575940608268227,2,LC15,,,
720575940608268636,8,AVLP316,aIP8,,
720575940608269102,3,AN_GNG_92,,,
720575940608273419,2,SLP227,,,
720575940608276181,7,AN_GNG_197,,,
720575940608276949,6,AN_AVLP_27,,,
720575940608279817,5,TPMN,,,
720575940608280841,7,BM_InOm,,,
720575940608281412,4,CB3298,,,
720575940608287497,2,AVLP535,AVLP_pr04,,
720575940608287701,1,LPT51,,,
720575940608292361,5,TPMN,,,
720575940608295689,5,,,,
720575940608296917,5,,,,
720575940608297774,7,JO-FDA,,,
720575940608302857,2,LPLC1,,,
720575940608305161,5,LB3,,,
720575940608312924,1,4A21,"CB.FB3, FB4L",,
720575940608321922,3,AN_GNG_112,,,
720575940608327298,8,CB0381,,,
720575940608331650,2,PVLP008,,,
720575940608332674,3,DNpe011,DNp16,,
720575940608335299,1,CB0488,,,
720575940608335746,2,VES058,,,
720575940608336514,8,AVLP536,,,
720575940608339139,3,CB0410,,,
720575940608343620,1,PLP248,,,
720575940608347314,2,PVLP128,,,
720575940608353714,2,PVLP097,,,
720575940608355202,2,LC18,,,
720575940608356053,5,,,,
720575940608359298,12,aMe4,,,
720575940608366770,1,CB2236,,,
720575940608368562,8,AVLP454_b,,,
720575940608368818,5,CB0124,,,
720575940608369026,1,JO-E,,,
720575940608369859,2,LC17,,,
720575940608370012,1,CB1969,,,
720575940608370645,5,CB0809,,,
720575940608375342,1,WED124,,,
720575940608390446,3,WED128,WED129,,
720575940608402012,3,CB0456,,,
720575940608402500,1,CB1761,,,
720575940608402524,3,DNbe006,,,
720575940608409355,5,DNpe035,SMP601,,
720575940608412611,7,BM_InOm,,,
720575940608422958,2,LPLC1,,,
720575940608425227,2,CL266b,CL266,,
720575940608431625,8,PVLP028,,,
720575940608432760,1,CB1942,SAD_pr02,SAD_pr02,sine
720575940608433091,1,CB1213,,,
720575940608435246,2,PVLP008,,,
720575940608451420,5,CB0565,,,
720575940608455875,1,AOTU032,AOTU034,,
720575940608471900,5,CB0627,hb-702618710,,
720575940608475331,5,CB1579,,,
720575940608481860,8,aSP-g1,aSP27,,
720575940608487772,1,JO-A,,,
720575940608490435,8,LC16,,,
720575940608494531,8,CB1159,,,
720575940608496196,8,LPLC1,,,
720575940608498780,5,CB0896,,,
720575940608500316,5,CB0479,,,
720575940608501316,5,LHAD2c3b,LHAD2c3,,
720575940608508681,3,AN_GNG_175,,,
720575940608508867,7,BM_InOm,,,
720575940608509451,8,SMP579,SMP583,,
720575940608524224,1,JO-B,,,
720575940608525124,2,LC21,,,
720575940608526089,2,PVLP007,,,
720575940608545219,8,AVLP080,,,
720575940608547140,1,CB2176,,,
720575940608554052,1,JO-A,,,
720575940608557323,5,CB0483,,,
720575940608566979,2,PVLP004,PVLP005,,
720575940608571950,1,CB3162,,,
720575940608581188,8,LC13,,,
720575940608588408,3,SA_DMT_DMetaN_3,,,
720575940608588555,2,aSP-f3,,,
720575940608589323,8,LHAV3d1,,,
720575940608591428,8,LC17,,,
720575940608593347,3,PS093,,,
720575940608601355,5,AN_SLP_LH_1,hb-422328492,,
720575940608603512,3,AN_GNG_165,,,
720575940608605705,8,LHCENT13,,,
720575940608606421,7,BM_vOcci_vPoOr,,,
720575940608606475,5,CB1150,pSP3,,
720575940608606933,1,WED056,,,
720575940608610652,2,LC17,,,
720575940608612984,1,SA_DLV,,,
720575940608617411,2,PLP087a,PLP087,,
720575940608617923,8,AVLP155,,,
720575940608620227,8,CB3414,,,
720575940608626697,8,LHPV4a1,LHPV4a2,,
720575940608635913,1,CB2244,,,
720575940608646665,3,AN_multi_7,,,
720575940608655883,8,AN_GNG_146,,,
720575940608658205,1,JO-E,,,
720575940608658627,8,PLP013,,,
720575940608661205,2,CL141,,,
720575940608662318,8,AN_AVLP_1,,,
720575940608664184,5,SA_VTV_10,,,
720575940608672092,3,AN_GNG_144,,,
720575940608683477,8,AN_multi_82,"hb-611262552, hb-704367157",,
720575940608694062,4,CB3595,,,
720575940608698633,8,Lat,5-HT-IR_Tan,,
720575940608707192,5,CB2242,,,
720575940608713993,5,CB2071,,,
720575940608716809,7,DNge133,,,
720575940608721347,5,SMP258,"SMP259, SMP260, SMP263, SMP264, SMP265",,
720575940608729795,3,AN_GNG_VES_7,,,
720575940608735241,5,DNg38,,,
720575940608755042,8,CB1085,aSP10,,
720575940608760110,3,CB1792,,,
720575940608763460,7,BM_Ant,,,
720575940608765141,2,PLP142,,,
720575940608766933,2,,,,
720575940608770313,3,CB0312,,,
720575940608780227,3,CB1072,,,
720575940608785365,1,CB0654,hb-1283392486,,
720575940608787413,5,SA_VTV_5,,,
720575940608788088,4,CB3404,,,
720575940608792075,8,LCe01a,LC24,,
720575940608809006,2,CB1395,,,
720575940608816964,1,CB1038,,,
720575940608819780,1,CB2206,WED_pr01,,
720575940608824530,8,AVLP109,,,
720575940608832324,8,LC11,,,
720575940608838958,1,DNg01_a,,,
720575940608862677,1,JO-E,,,
720575940608868654,5,CB3256,,,
720575940608874564,2,LC21,,,
720575940608875531,2,LPLC2,,,
720575940608875703,1,JO-B,,,
720575940608876471,1,JO-B,,,
720575940608883780,5,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940608884931,1,JO-EDC,,,
720575940608887235,3,AN_multi_98,,,
720575940608889902,1,WEDPN2A,,,
720575940608891075,3,CB1721,,,
720575940608891349,3,CL090_c,,,
720575940608893623,1,JO-B,,,
720575940608900050,5,AN_GNG_99,,,
720575940608904312,1,CB1055,,,
720575940608906965,2,AVLP284,,,
720575940608909269,1,CB0214,,,
720575940608909870,1,ER1,,,
720575940608911662,8,AVLP305,,,
720575940608915211,2,LC21,,,
720575940608920388,6,AVLP149,,,
720575940608932803,8,LHPV1d1,,,
720575940608937938,2,PLP115_b,,,
720575940608942275,7,BM_InOm,,,
720575940608956258,1,PLP159,,,
720575940608958788,7,AN_AVLP_GNG_14,,,
720575940608960722,3,DNg12_b,,,
720575940608969938,3,,,,
720575940608971218,7,BM_InOm,,,
720575940608972612,8,PLP148,,,
720575940608975371,1,JO-A,,,
720575940608976085,5,SMP552,,,
720575940608979395,1,CB2206,,,
720575940608980178,2,LC12,,,
720575940608982084,8,LC18,,,
720575940608983928,2,SLP275,,,
720575940608985208,1,WED026,,,
720575940608987349,2,CB1640,,,
720575940608990306,7,BM_Vt_PoOc,,,
720575940608991939,1,CB1881,,,
720575940608996450,3,AN_GNG_118,,,
720575940608999492,7,BM_InOm,,,
720575940609003733,1,JO-mz,,,
720575940609004920,1,CB1292,,,
720575940609010524,8,CB0282,,,
720575940609012548,8,MTe08,,,
720575940609014370,1,AVLP006b,"AVLP006, AVLP_pr01",AVLP_pr01,sine
720575940609019093,3,AN_GNG_31,,,
720575940609025092,6,AN_AVLP_51,,,
720575940609028164,8,SLP122,,,
720575940609030776,5,CB2388,"VP2+Z_lvPN, Z_lvPNm1",,
720575940609032824,8,AVLP059,,,
720575940609037432,3,CB3394,,,
720575940609058628,8,LC21,,,
720575940609060420,3,SLP381,,,
720575940609065173,1,JO-E,,,
720575940609073347,1,CB3327,,,
720575940609073506,6,AN_AVLP_53,,,
720575940609073859,2,SLP231,,,
720575940609076693,1,CB1280,B1-4,B1,pulse
720575940609082180,1,AN_multi_78,,,
720575940609083086,8,CB2409,aIP1,,
720575940609084206,1,CB3741,,,
720575940609084718,2,CL120b,CL120,,
720575940609097429,3,DNae005,VES009,,
720575940609098286,7,BM_InOm,,,
720575940609102531,8,CL104,,,
720575940609108174,3,AN_GNG_176,,,
720575940609109602,8,LC31b,LC31,,
720575940609116622,1,SA_DLV,,,
720575940609123396,8,PVLP102,,,
720575940609124814,3,LAL020,,,
720575940609133269,5,CB0568,,,
720575940609137500,2,LT42,,,
720575940609141257,3,LTe15,,,
720575940609146563,1,WED096a,WED096,,
720575940609162820,2,AVLP259,,,
720575940609168732,2,PVLP099,,,
720575940609171395,2,AVLP037,AVLP038,,
720575940609174392,12,s-LNv,s-LNv_b,,
720575940609184046,1,CB2826,,,
720575940609187101,3,SA_DMT_DMetaN_6,,,
720575940609191177,8,PLP007,,,
720575940609194082,8,AVLP178,,,
720575940609194962,1,PS241a,PS241,,
720575940609221845,1,JO-E,,,
720575940609222921,8,LC21,,,
720575940609228245,12,cM04,,,
720575940609233784,8,LC12,,,
720575940609237187,5,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940609239416,3,CB1319,,,
720575940609240515,2,CB3092,aSP9,,
720575940609244110,3,AN_GNG_98,,,
720575940609250628,8,LC17,,,
720575940609253956,7,BM_InOm,,,
720575940609258850,8,PVLP061,,,
720575940609260494,3,DNg14,,,
720575940609264452,8,CB1485,aIP1,,
720575940609265476,2,AN_AVLP_GNG_23,,,
720575940609268316,5,l_NSC_CRZ,CB0905,,
720575940609268491,1,CB1136,,,
720575940609269001,5,v2LN37,,,
720575940609269259,8,LC11,,,
720575940609284728,3,PS062,,,
720575940609288643,2,CB1899,,,
720575940609289284,1,JO-B,,,
720575940609291214,1,WED057,IPS/WED_pr01,IPS/WED_pr01,sine
720575940609294286,8,PVLP004,PVLP005,,
720575940609298808,7,BM_InOm,,,
720575940609306563,5,,,,
720575940609311586,3,AN_GNG_22,,,
720575940609314243,5,LB3,,,
720575940609316050,3,DNpe008,PS228,,
720575940609321938,3,LAL186,pIP11,,
720575940609327555,3,CB0410,,,
720575940609329102,3,AVLP043,,,
720575940609340355,2,AVLP489,,,
720575940609341809,3,cLP03,,,
720575940609343089,3,cLP03,,,
720575940609347595,1,CB0122,,,
720575940609348676,3,SA_DMT_ADMN_5,,,
720575940609349218,6,CB3067,,,
720575940609349730,4,CB3858,,,
720575940609362898,1,WED033,,,
720575940609365828,8,CB3625,,,
720575940609366648,3,DNg11,,,
720575940609368132,8,SLP227,,,
720575940609369180,5,LB3,,,
720575940609376707,3,DNge048,,,
720575940609377348,1,CB0324,,,
720575940609387100,8,AVLP398,,,
720575940609393506,2,CB3402,,,
720575940609405635,5,CB0538,,,
720575940609407939,5,DNge080,,,
720575940609417995,5,DNge147,,,
720575940609419106,1,CB2320,,,
720575940609423202,2,PLP191b,"PLP192b, PLP191, PLP192",,
720575940609423299,5,CB0819,,,
720575940609425874,5,CB1096,,,
720575940609428178,2,LC12,,,
720575940609454798,2,LC9,,,
720575940609459662,3,CB2697,,,
720575940609462626,3,IB047,,,
720575940609470930,2,AVLP465c,AVLP465,,
720575940609476562,5,LB3,,,
720575940609479689,2,LPC1,,,
720575940609486690,1,JO-EDM,,,
720575940609488942,3,DNa15,"PS017, aSP3",,
720575940609488964,3,CB1431,,,
720575940609496725,4,CB2642,,,
720575940609499086,1,CB2139,,,
720575940609513841,1,WV-WV-3,,,
720575940609518946,2,LC12,,,
720575940609521250,5,CB1597,,,
720575940609522382,1,CB2664,B1-4,B1,pulse
720575940609522461,1,JO-EDP,,,
720575940609527069,1,JO-B,,,
720575940609530653,1,JO-FDP,,,
720575940609533230,5,,,,
720575940609533394,1,CB2924,WEDPN7A,,
720575940609541917,1,JO-EDM,,,
720575940609543197,7,JO-FDA,,,
720575940609547549,7,JO-F,,,
720575940609548920,2,LC15,,,
720575940609550946,8,CB2027,,,
720575940609551826,5,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6",,
720575940609565230,7,BM_vOcci_vPoOr,,,
720575940609567586,8,AVLP230,,,
720575940609586500,2,SLP383,,,
720575940609586545,8,PLP086b,PLP086,,
720575940609589443,3,DNg05_a,,,
720575940609592270,5,CB0761,,,
720575940609592674,8,LPLC2,,,
720575940609594574,3,CB1418,,,
720575940609600523,2,LT60,,,
720575940609607890,8,SAD045,SAD046,,
720575940609610564,7,BM_MaPa,,,
720575940609617454,2,CB3263,,,
720575940609617614,5,CB2388,"VP2+Z_lvPN, Z_lvPNm1",,
720575940609619666,8,LHAD1a2,,,
720575940609627403,12,aMe12,,,
720575940609630357,1,WED025,IPS_pr01,IPS_pr01,intermediate
720575940609633230,1,,,,
720575940609633582,3,CB3372,,,
720575940609643017,1,AN_multi_17,IB113,,
720575940609643531,8,LCe04,,,
720575940609644498,5,BM_Taste,,,
720575940609645124,5,LB3,,,
720575940609648395,1,CB2556,B1,B1,pulse
720575940609651758,6,AN_AVLP_42,,,
720575940609653572,1,SAD030,,,
720575940609656689,3,AN_GNG_171,,,
720575940609658377,8,CB2341,,,
720575940609661906,7,BM_InOm,,,
720575940609664722,4,CB3122,,,
720575940609665400,2,AVLP282,,,
720575940609673369,1,CB3719,B1-4,B1,pulse
720575940609681198,8,AVLP503,,,
720575940609685624,7,BM_Vib,,,
720575940609691075,1,JO-A,,,
720575940609695683,3,CL336,,,
720575940609713250,7,BM_InOm,,,
720575940609713587,4,CB1207,,,
720575940609713710,3,AN_multi_10,,,
720575940609719250,5,DNpe046,LHPV11a1,,
720575940609721464,2,AVLP152,,,
720575940609722436,2,PVLP097,,,
720575940609722722,3,CB1937,,,
720575940609732398,7,BM_InOm,,,
720575940609732654,7,BM_InOm,,,
720575940609733582,3,DNge071,,,
720575940609739669,1,M_l2PN10t19b,M_l2PN10t19,,
720575940609739730,8,LC17,,,
720575940609750482,1,PS115,,,
720575940609754926,8,AVLP394,,,
720575940609764721,3,,,,
720575940609765333,4,OA-ASM3,,,
720575940609768149,7,SAD040,,,
720575940609779465,3,CL279,pIP5,,
720575940609781880,8,AVLP390,,,
720575940609783819,1,WED181,,,
720575940609787256,5,,,,
720575940609787285,3,SA_DMT_DMetaN_8,,,
720575940609789193,2,LC6,,,
720575940609790933,2,LC21,,,
720575940609793326,3,CL208,,,
720575940609799470,8,PLP208,,,
720575940609806126,2,,,,
720575940609811977,8,LC17,,,
720575940609813513,3,CB0151,,,
720575940609819512,8,PVLP149,pIP12,,
720575940609822418,2,CB0732,PVLP098,,
720575940609824369,3,PS053,,,
720575940609825033,2,CB1192,,,
720575940609831214,8,AVLP294,,,
